,CIN,Name,Industry,Sector,Headquarters,Founded,Notes,link,Type,Industry.1,Founded.1,Headquarters.1,Key people,Services,Revenue,Operating income,Net income,Total assets,Total equity,Website,Number of employees,Traded as,Parent,Products,Area served,Founder,Owner,Subsidiaries,ISIN,Year,Revenue.1,CIN.1,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members,Authorised Capital,Paid up capital,Date of Last Annual General Meeting,Date of Latest Balance Sheet,Description
393,U28993MH1932PLC001828,Godrej and Boyce,,,,1897; 125 years ago[1],,https://en.wikipedia.org/wiki/Godrej_and_Boyce,Private,Conglomerate,,"Mumbai, Maharashtra, India",Adi Godrej (Chairman)[2],,,,,,,www.godrej.com,"28,000 (2016)",,,"Aerospace
Agriculture
Consumer goods
Home appliances
Chemicals
Construction
Electronics
Furniture
Real estate
Security solutions
Infotech",Worldwide,"Ardeshir Godrej
Pirojsha Burjorji Godrej",,"Godrej Consumer Products Limited
Godrej Infotech Ltd
Godrej Industries Ltd
Godrej Properties Ltd
Godrej Agrovet
Godrej & Boyce
Godrej Aerospace
Godrej Housing Finance Ltd",,1897.0,US$4.1 billion (2015)[3],U28993MH1932PLC001828,GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED,Active,RoC-Mumbai,1828.0,Company limited by Shares,Non-govt company,Public,03 March 1932,"90 years, 1 month, 5 days",Manufacture of other fabricated metal products; metal working service activities,-,"₹200,000,000","₹67,800,000",28 September 2021,31 March 2021,"Godrej And Boyce Manufacturing Company Limited is a Public incorporated on 03 March 1932. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 200,000,000 and its paid up capital is Rs. 67,800,000. It is inolved in Manufacture of other fabricated metal products; metal working service activities

Godrej And Boyce Manufacturing Company Limited's Annual General Meeting (AGM) was last held on 28 September 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Godrej And Boyce Manufacturing Company Limited are Jamshyd Naoroji Godrej, Nyrika Holkar, Navroze Jamshyd Godrej, Anita Ramachandran, Anil Gyanchandra Verma, Keki Manchersha Elavia, Adi Barjorji Godrej, Kavas Noshirwan Petigara, Nadir Burjor Godrej, Pradip Panalal Shah, .

Godrej And Boyce Manufacturing Company Limited's Corporate Identification Number is (CIN) U28993MH1932PLC001828 and its registration number is 1828.Its Email address is bkk@godrej.com and its registered address is PIROJSHA NAGAR, VIKHROLI, MUMBAI MH 400079 IN , - , .

Current status of Godrej And Boyce Manufacturing Company Limited is - Active.

"
394,U24299WB1981GOI033489,Bengal Chemicals and Pharmaceuticals,,,,"12 April 1901; 120 years ago in Calcutta, Bengal Presidency, British India (now Kolkata, West Bengal, India)",,https://en.wikipedia.org/wiki/Bengal_Chemicals_and_Pharmaceuticals,Government of India Enterprise,"Chemical, Pharmaceutical",,"6 Ganesh Chandra Avenue, Kolkata, West Bengal, India",P M Chandraiah (MD),,,,₹25.26 crore[1] (2018-19),,,bengalchemicals.co.in,195[1] (2018-19),,,,,Acharya Prafulla Chandra Ray,"Ministry of Chemicals and Fertilizers, Government of India",,,1901.0,₹100.5 crore[1] (2018-19),U24299WB1981GOI033489,BENGAL CHEMICALS AND PHARMACEUTICALS LTD,Active,RoC-Kolkata,33489.0,Company limited by Shares,Union Govt company,Private,27 March 1981,"41 years, 0 month, 12 days",Manufacture of other chemical products,-,"₹800,000,000","₹769,603,970",20 July 2020,31 March 2020,"Bengal Chemicals And Pharmaceuticals Ltd is a Private incorporated on 27 March 1981. It is classified as Union Govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 800,000,000 and its paid up capital is Rs. 769,603,970. It is inolved in Manufacture of other chemical products

Bengal Chemicals And Pharmaceuticals Ltd's Annual General Meeting (AGM) was last held on 20 July 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Bengal Chemicals And Pharmaceuticals Ltd are Kumar Parveen, Nirja Saraf, .

Bengal Chemicals And Pharmaceuticals Ltd's Corporate Identification Number is (CIN) U24299WB1981GOI033489 and its registration number is 33489.Its Email address is bcplmdsecretariat@gmail.com and its registered address is 6,GANESH CHUNDER AVENUE, KOLKATA WB 700013 IN , - , .

Current status of Bengal Chemicals And Pharmaceuticals Ltd is - Active.

"
395,L24222HR1902PLC065611,Shalimar Paints,,,,1902,,https://en.wikipedia.org/wiki/Shalimar_Paints,Public BSE: 509874,Paint,,"Gurugram, India",,,,,,,,Official Website,,,,Paint,,"AN Turner, AC Wright",,,,1902.0,"₹3,673 million (US$48 million)[1]",L24222HR1902PLC065611,SHALIMAR PAINTS LTD,Active,RoC-Delhi,65611.0,Company limited by Shares,Non-govt company,Public,16 December 1902,"119 years, 3 month, 23 days",Manufacture of other chemical products,-,"₹200,000,000","₹108,600,520",29 September 2020,31 March 2020,"Shalimar Paints Ltd is a Public incorporated on 16 December 1902. It is classified as Non-govt company and is registered at Registrar of Companies, Delhi. Its authorized share capital is Rs. 200,000,000 and its paid up capital is Rs. 108,600,520. It is inolved in Manufacture of other chemical products

Shalimar Paints Ltd's Annual General Meeting (AGM) was last held on 29 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Shalimar Paints Ltd are Vijay Kumar Sharma, Alok Perti, Shruti Shrivastava, Ashok Kumar Gupta, Rajeev Uberoi, Ashok Kumar Agarwal, .

Shalimar Paints Ltd's Corporate Identification Number is (CIN) L24222HR1902PLC065611 and its registration number is 65611.Its Email address is ASKUS@SHALIMARPAINTS.COM and its registered address is Stainless Centre, 4th Floor, Plot No. 50, Sector 32, Gurugram Gurgaon HR 122001 IN , - , .

Current status of Shalimar Paints Ltd is - Active.

"
396,L74999MH1902PLC000183,The Indian Hotels Company,,,,1899; 123 years ago,,https://en.wikipedia.org/wiki/The_Indian_Hotels_Company,Public,Hospitality,,"Express Towers, Nariman Point, Mumbai, Maharashtra, India","N Chandrasekaran (chairman)
Puneet Chhatwal (MD & CEO)",,,₹736 crore (US$97 million) (2020)[1],₹350 crore (US$46 million) (2020)[1],,,www.ihcltata.com,"33,797 (2020)[1]","BSE: 500850
NSE: INDHOTEL",,"Hotels, resorts",,Jamsetji Tata,,,INE053A01029,1903.0,"₹4,595 crore (US$600 million) (2020)[1]",L74999MH1902PLC000183,THE INDIAN HOTELS COMPANY LIMITED,Active,RoC-Mumbai,183.0,Company limited by Shares,Non-govt company,Public,01 April 1902,"120 years, 0 month, 7 days",Business activities n.e.c.,64315,"₹2,000,000,000","₹1,189,258,500",27 July 2020,31 March 2020,"The Indian Hotels Company Limited is a Public incorporated on 01 April 1902. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 2,000,000,000 and its paid up capital is Rs. 1,189,258,500. It is inolved in Business activities n.e.c.

The Indian Hotels Company Limited's Annual General Meeting (AGM) was last held on 27 July 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of The Indian Hotels Company Limited are Anantharaman Venkataramanan, Nasser Mukhtar Munjee, Venu Srinivasan, Hema Ravichandar, Mehernosh Sorab Kapadia, Chandrasekaran Natarajan, Puneet Chhatwal, .

The Indian Hotels Company Limited's Corporate Identification Number is (CIN) L74999MH1902PLC000183 and its registration number is 183.Its Email address is investorrelations@tajhotels.com and its registered address is MANDLIK HOUSE, MANDLIK ROAD, MUMBAI- 400 001. MH 400001 IN , - , .

Current status of The Indian Hotels Company Limited is - Active.

"
397,L17100MH1905PLC000200,Phoenix Mill,,,,,,https://en.wikipedia.org/w/index.php?title=Street_Phoenix_High&action=edit&redlink=1,,,,,,,,,,,,,,,,,,,,,,1905.0,,L17100MH1905PLC000200,PHOENIX MILLS LIMITED,Active,RoC-Mumbai,200.0,Company limited by Shares,Non-govt company,Public,27 January 1905,"117 years, 2 month, 12 days","Spinning, weaving and finishing of textiles.",-,"₹450,000,000","₹343,782,336",25 September 2020,31 March 2020,"Phoenix Mills Limited is a Public incorporated on 27 January 1905. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 450,000,000 and its paid up capital is Rs. 343,782,336. It is inolved in Spinning, weaving and finishing of textiles.

Phoenix Mills Limited's Annual General Meeting (AGM) was last held on 25 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Phoenix Mills Limited are Amit Dalal, Amit Dabriwala, Shweta Pradeep Vyas, Rajesh Ramesh Kulkarni, Shishir Ashok Shrivastava, Atul Ashokkumar Ruia, Sivaramakrishnan Srinivasan Iyer, Rajendra S Kalkar, .

Phoenix Mills Limited's Corporate Identification Number is (CIN) L17100MH1905PLC000200 and its registration number is 200.Its Email address is secretarial@phoenixmills.com and its registered address is 462 SENAPATI BAPAT MARG, LOWER PAREL MUMBAI MH 400013 IN , - , .

Current status of Phoenix Mills Limited is - Active.

"
398,U10200WB1906GOI001713,National Insurance Company,,,,1906; 116 years ago,,https://en.wikipedia.org/wiki/National_Insurance_Company,Nationalised Insurance Company,Financial services,,"Kolkata, West Bengal, India",Suchitha Gupta (Chairman & MD),,,"₹−2,935 crore (US$−390 million) (2020)[1]","₹−2,170 crore (US$−280 million) (2020)[1]","₹34,782 crore (US$4.6 billion) (2020)[1]",,nationalinsurance.nic.co.in,"10,669",,"Ministry of Finance , Government of India","General insurance
Vehicle insurance
Health insurance
Marine insurance
Property insurance",India and Nepal,Gordhan Das Dutia,Government of India (100%),,,1906.0,"₹14,233 crore (US$1.9 billion) (2020)[1]",U10200WB1906GOI001713,NATIONAL INSURANCE COMPANY LIMITED,Active,RoC-Kolkata,1713.0,Company limited by Shares,Union Govt company,Public,05 December 1906,"115 years, 4 month, 3 days","Mining and agglomeration of lignite [Includes under ground or open-cut mining of lignite (brown coal); cleaning, sizing, pulverizing and other operations to improve the quality; and manufacture of briquettes or other solid fuels consisting chiefly of lignite.]",-,"₹74,999,996,000","₹56,749,998,000",30 December 2020,31 March 2020,"National Insurance Company Limited is a Public incorporated on 05 December 1906. It is classified as Union Govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 74,999,996,000 and its paid up capital is Rs. 56,749,998,000. It is inolved in Mining and agglomeration of lignite [Includes under ground or open-cut mining of lignite (brown coal); cleaning, sizing, pulverizing and other operations to improve the quality; and manufacture of briquettes or other solid fuels consisting chiefly of lignite.]

National Insurance Company Limited's Annual General Meeting (AGM) was last held on 30 December 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of National Insurance Company Limited are Suchita Gupta, Saurabh Sureshchandra Mishra, Neera Saxena, .

National Insurance Company Limited's Corporate Identification Number is (CIN) U10200WB1906GOI001713 and its registration number is 1713.Its Email address is rina.madia@nic.co.in and its registered address is 3 MIDDLETON STREET, KOLKATA WB 700071 IN , - , .

Current status of National Insurance Company Limited is - Active.

"
399,L24230GJ2010PLC061123,Alembic Pharmaceuticals Ltd,,,,1907[1],,https://en.wikipedia.org/wiki/Alembic_Pharmaceuticals_Ltd,Public,Pharmaceuticals,,"Vadodara, Gujarat[2], India","Chirayu Amin (Chairman)
Pranav Amin (MD)
Shaunak Amin (MD)",,,,₹ 4.01 billion (US$ 60.276 million) (2016-2017)[3],,,www.alembicpharmaceuticals.com,9000+ (2017)[3],"BSE: 533573
NSE: APLLTD",,"Pharmaceuticals, Branded and Generic drugs,",Worldwide,,,,,1907.0,₹ 31.31 billion (US$ 470.632 million) (2016-2017)[3],L24230GJ2010PLC061123,ALEMBIC PHARMACEUTICALS LIMITED,Active,RoC-Ahmedabad,61123.0,Company limited by Shares,Non-govt company,Public,16 June 2010,"11 years, 9 month, 22 days",Manufacture of other chemical products,-,"₹480,000,000","₹393,100,000",27 July 2021,31 March 2021,"Alembic Pharmaceuticals Limited is a Public incorporated on 16 June 2010. It is classified as Non-govt company and is registered at Registrar of Companies, Ahmedabad. Its authorized share capital is Rs. 480,000,000 and its paid up capital is Rs. 393,100,000. It is inolved in Manufacture of other chemical products

Alembic Pharmaceuticals Limited's Annual General Meeting (AGM) was last held on 27 July 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Alembic Pharmaceuticals Limited are Pranav Natverlal Parikh, Krishnapuram Gopalakrishnan Ramanathan, Shaunak Chirayu Amin, Pranav Chirayu Amin, Rajkumar Shreeram Baheti, Ashok Kumar Barat, Archana Niranjan Hingorani, Paresh Manilal Saraiya, Chirayu Ramanbhai Amin, .

Alembic Pharmaceuticals Limited's Corporate Identification Number is (CIN) L24230GJ2010PLC061123 and its registration number is 61123.Its Email address is charandeep.singh@alembic.co.in and its registered address is ALEMBIC ROAD, VADODARA GJ 390003 IN , - , .

Current status of Alembic Pharmaceuticals Limited is - Active.

"
400,U85110WB1987PLC222139,Apeejay Surrendra Group,,,,1910,,https://en.wikipedia.org/wiki/Apeejay_Surrendra_Group,Private,Conglomerate,,"Kolkata, India","Shirin Paul (Chairperson Emeritus)
Karan Paul (Group Chairman)
Priya Paul (Director)
Priti Paul (Director)",,,,,,,www.apeejaygroup.com,"43,000",,,,Worldwide,Lala Pyare Lal,,"Apeejay Tea
Typhoo Tea
Apeejay Surrendra Park Hotels
Apeejay Shipping
Apeejay Oxford Bookstores
Apeejay Infralogistics
Bengal Shipyard
Apeejay Insurance Broking Services
The Park Hotels",,1910.0,,U85110WB1987PLC222139,APEEJAY SURRENDRA PARK HOTELS LIMITED,Active,RoC-Kolkata,222139.0,Company limited by Shares,Non-govt company,Public,27 November 1987,"34 years, 4 month, 11 days",Human health activities,-,"₹350,000,000","₹174,661,760",30 September 2021,31 March 2021,"Apeejay Surrendra Park Hotels Limited is a Public incorporated on 27 November 1987. It is classified as Non-govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 350,000,000 and its paid up capital is Rs. 174,661,760. It is inolved in Human health activities

Apeejay Surrendra Park Hotels Limited's Annual General Meeting (AGM) was last held on 30 September 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Apeejay Surrendra Park Hotels Limited are Suresh Kumar, Suneeta Reddy, Priya Paul, Debanjan Mandal, Ragini Chopra, Karan Paul, Vijay Dewan, .

Apeejay Surrendra Park Hotels Limited's Corporate Identification Number is (CIN) U85110WB1987PLC222139 and its registration number is 222139.Its Email address is skeshan@theparkhotels.com and its registered address is 17, PARK STREET KOLKATA Kolkata WB 700016 IN , - , .

Current status of Apeejay Surrendra Park Hotels Limited is - Active.

"
401,L17111TZ1910PLC000093,Lakshmi Mills,,,,1910,,https://en.wikipedia.org/wiki/Lakshmi_Mills,Public,Textile,,"Avinashi Road, Papanaickenpalayam, Coimbatore, TN, IN","S. Pathy
(Chairman)
R. Santharam
(Vice Chairman)",,,,,,,[1],,,Lakshmi Machine Works,"Textile Yarn,Textile Garments, Weaving and Spinning",,G. Kuppuswami Naidu,,,,1910.0,INR 2.21 Billion (Balance Sheet info),L17111TZ1910PLC000093,THE LAKSHMI MILLS COMPANY LIMITED,Active,RoC-Coimbatore,93.0,Company limited by Shares,Non-govt company,Public,01 April 1910,"112 years, 0 month, 7 days","Spinning, weaving and finishing of textiles.",-,"₹100,000,000","₹69,555,000",24 September 2021,31 March 2021,"The Lakshmi Mills Company Limited is a Public incorporated on 01 April 1910. It is classified as Non-govt company and is registered at Registrar of Companies, Coimbatore. Its authorized share capital is Rs. 100,000,000 and its paid up capital is Rs. 69,555,000. It is inolved in Spinning, weaving and finishing of textiles.

The Lakshmi Mills Company Limited's Annual General Meeting (AGM) was last held on 24 September 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of The Lakshmi Mills Company Limited are Rangaswamy Santharam, Vijay Venkataswamy, Damotharan Rajendran, Aditya Krishna Pathy, Suguna Ravichandran, Satish Ajmera, Sanjay Jayavarthanavelu, Sundaram Pathy, .

The Lakshmi Mills Company Limited's Corporate Identification Number is (CIN) L17111TZ1910PLC000093 and its registration number is 93.Its Email address is secretarial@lakshmimills.com and its registered address is OLD NO 1100 NEW NO 686 AVANASHI ROAD PAPANAICKENPALAYAM COIMBATORE TN 641037 IN , - , .

Current status of The Lakshmi Mills Company Limited is - Active.

"
402,U92490KA1992PTC013179,The Bangalore Press,,,,"August 5, 1916; 105 years ago in Kingdom of Mysore (present-day Mysore, Karnataka), India",,https://en.wikipedia.org/wiki/The_Bangalore_Press,,Printing press,,"Mysore, Karnataka, India",,,,,,,,,,The Bangalore Printing and Publishing Company,,,,M. Visvesvaraya[1],,,,1916.0,₹200-crore (2020)[2],U92490KA1992PTC013179,BANGALORE PRESS ENTREPRISES PRIVATE LIMITED,Active,RoC-Bangalore,13179.0,Company limited by Shares,Non-govt company,Private,22 May 1992,"29 years, 10 month, 17 days",Sporting and other recreational activities,-,"₹1,000,000","₹100,040",26 September 2020,31 March 2020,"Bangalore Press Entreprises Private Limited is a Private incorporated on 22 May 1992. It is classified as Non-govt company and is registered at Registrar of Companies, Bangalore. Its authorized share capital is Rs. 1,000,000 and its paid up capital is Rs. 100,040. It is inolved in Sporting and other recreational activities

Bangalore Press Entreprises Private Limited's Annual General Meeting (AGM) was last held on 26 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Bangalore Press Entreprises Private Limited are Ananth Ramanna Hosagrahar, Girija Ananth, Vishnu Ananth Hosagrahar and .

Bangalore Press Entreprises Private Limited's Corporate Identification Number is (CIN) U92490KA1992PTC013179 and its registration number is 13179.Its Email address is bangalorepress@gmail.com and its registered address is NO. 885, MYSORE ROAD,BANGALORE. BANGALORE. Bangalore KA 560018 IN , - , .

Current status of Bangalore Press Entreprises Private Limited is - Active.

"
403,L01132WB1919PLC003334,Birla Corporation,,,,1910; 112 years ago,,https://en.wikipedia.org/wiki/Birla_Corporation,public company,Conglomerate,,"Kolkata, WestBengal","Madhav Prasad Birla
(Co-founder)
Shri Ghanshyam Das Birla
(Co-founder)",,,,,,,www.birlacorporation.com,,"BSE: 500335
NSE: BIRLACORPN
ISIN: INE340A01012",,,,,,,,1919.0,,L01132WB1919PLC003334,BIRLA CORPORATION LIMITED,Active,RoC-Kolkata,3334.0,Company limited by Shares,Non-govt company,Public,25 August 1919,"102 years, 7 month, 14 days",Growing of crops; market gardening; horticulture,-,"₹1,000,000,000","₹770,053,440",29 September 2021,31 March 2021,"Birla Corporation Limited is a Public incorporated on 25 August 1919. It is classified as Non-govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 1,000,000,000 and its paid up capital is Rs. 770,053,440. It is inolved in Growing of crops; market gardening; horticulture

Birla Corporation Limited's Annual General Meeting (AGM) was last held on 29 September 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Birla Corporation Limited are Brij Behari Tandon, Dilip Ganesh Karnik, Anand Bordia, Shailaja Chandra, Deepak Nayyar, Harsh Vardhan Lodha, Dhruba Narayan Ghosh, Vikram Swarup, Arvind Pathak, .

Birla Corporation Limited's Corporate Identification Number is (CIN) L01132WB1919PLC003334 and its registration number is 3334.Its Email address is gsharma@birlacorp.com and its registered address is 9/1, R N MUKHERJEE ROAD, BIRLA BUILDING, KOLKATA WB 700001 IN , - , .

Current status of Birla Corporation Limited is - Active.

"
404,L65191KL1920PLC000175,CSB Bank Limited,,,,26 November 1920; 101 years ago,,https://en.wikipedia.org/wiki/CSB_Bank_Limited,Public,"Banking
Financial services",,"Thrissur, Kerala, India","Pralay Mondal
(MD & CEO - Interim)",,,₹118.57 crore (US$16 million) (2021)[1],"₹1.55 crore (US$200,000) (2017)[1]","₹16,223.24 crore (US$2.1 billion) (2017)[1]",,www.csb.co.in,"2,716 (2017)[1]","BSE: 542867
NSE: CSBBANK",,"Consumer banking, Corporate banking, Mortgage loans, Private banking, Wealth management, Investment banking",,,Fairfax Financial,,,1920.0,"₹1,617.49 crore (US$210 million) (2017)[1]",L65191KL1920PLC000175,CSB BANK LIMITED,Active,RoC-Ernakulam,175.0,Company limited by Shares,Non-govt company,Public,26 November 1920,"101 years, 4 month, 12 days",Monetary Intermediation [This group includes the obtaining of funds in the form of deposits],-,"₹2,200,000,000","₹1,734,858,240",20 July 2020,31 March 2020,"Csb Bank Limited is a Public incorporated on 26 November 1920. It is classified as Non-govt company and is registered at Registrar of Companies, Ernakulam. Its authorized share capital is Rs. 2,200,000,000 and its paid up capital is Rs. 1,734,858,240. It is inolved in Monetary Intermediation [This group includes the obtaining of funds in the form of deposits]

Csb Bank Limited's Annual General Meeting (AGM) was last held on 20 July 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Csb Bank Limited are Bhama Krishnamurthy, Aravamuthan Madhavan, Sudhin Bhagwandas Choksey, Sunil Srivastav, Rajendran Chinna Veerappan, Madhavan Menon Karunakaran, .

Csb Bank Limited's Corporate Identification Number is (CIN) L65191KL1920PLC000175 and its registration number is 175.Its Email address is board@csb.co.in and its registered address is HEAD OFFICE, ""CSB BHAVAN"", POST BOX NO.502, ST. MARY'S COLLEGE ROAD, THRISSUR KL 680020 IN , - , .

Current status of Csb Bank Limited is - Active.

"
405,L24202MH1920PLC000825,Kansai Nerolac Paints,,,,1920,,https://en.wikipedia.org/wiki/Kansai_Nerolac_Paints,Public,Chemicals,,"Mumbai, Maharashtra, India",H.M.Bharuka (MD)[1],,,₹687 crore (US$90 million) (2020)[2],₹515 crore (US$68 million) (2020)[2],"₹4,883 crore (US$640 million) (2020)[2]","₹3,706 crore (US$490 million) (2020)[2]",nerolac.com,"2,992 (2020)[2]","BSE: 500165
NSE: KANSAINER",Kansai Paint,"Chemicals
Decorative paints
Industrial finishing products
Coatings",India,,,,,1920.0,"₹5,305 crore (US$700 million) (2020)[2]",L24202MH1920PLC000825,KANSAI NEROLAC PAINTS LIMITED,Active,RoC-Mumbai,825.0,Company limited by Shares,Non-govt company,Public,02 September 1920,"101 years, 7 month, 6 days",Manufacture of other chemical products,-,"₹600,000,000","₹538,899,970",25 June 2021,31 March 2021,"Kansai Nerolac Paints Limited is a Public incorporated on 02 September 1920. It is classified as Non-govt company and is registered at Registrar of Companies, Mumbai. Its authorized share capital is Rs. 600,000,000 and its paid up capital is Rs. 538,899,970. It is inolved in Manufacture of other chemical products

Kansai Nerolac Paints Limited's Annual General Meeting (AGM) was last held on 25 June 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Kansai Nerolac Paints Limited are Noel Naval Tata, Sonia Singh, Hitoshi Nishibayashi, Harishchandra Meghraj Bharuka, Pradip Panalal Shah, Shigeki Takahara, Takashi Tomioka, Anuj Jain, .

Kansai Nerolac Paints Limited's Corporate Identification Number is (CIN) L24202MH1920PLC000825 and its registration number is 825.Its Email address is gtgovindarajan@nerolac.com and its registered address is NEROLAC HOUSE G K MARGLOWER PAREL MUMBAI MH 400013 IN , - , .

Current status of Kansai Nerolac Paints Limited is - Active.

"
406,L05190KA1921PLC036321,Ingersoll Rand India,,,,1859,,https://en.wikipedia.org/wiki/Ingersoll_Rand,Public,Diversified Machinery,,"Davidson, North Carolina, U.S.",Vicente Reynal (Chairman and CEO),,,"US$565.7 Million (Fiscal year ended December 31, 2021)[1]","US$565.0 Million (Fiscal year ended December 31, 2021)[1]","US$15.154 Billion (December 31, 2021)[1]","US$9.071 Billion (December 31, 2021)[1]",irco.com,"16,000[2]","NYSE: IR
S&P 500 component",,"Compressor, vacuum and blower solutions; specialized gas and fluid management systems; liquid and precision pumps and compressors; power tools and lifting equipment",,Robert Gardner,,,US45687V1061,1921.0,"US$5.152 Billion (Fiscal year ended December 31, 2021)[1]",L05190KA1921PLC036321,INGERSOLL-RAND (INDIA) LIMITED,Active,RoC-Bangalore,36321.0,Company limited by Shares,Non-govt company,Public,01 December 1921,"100 years, 4 month, 7 days","FISHING, OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING",-,"₹320,000,000","₹315,680,000",24 September 2020,31 March 2020,"Ingersoll-rand (india) Limited is a Public incorporated on 01 December 1921. It is classified as Non-govt company and is registered at Registrar of Companies, Bangalore. Its authorized share capital is Rs. 320,000,000 and its paid up capital is Rs. 315,680,000. It is inolved in FISHING, OPERATION OF FISH HATCHERIES AND FISH FARMS; SERVICE ACTIVITIES INCIDENTAL TO FISHING

Ingersoll-rand (india) Limited's Annual General Meeting (AGM) was last held on 24 September 2020 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2020.

Directors of Ingersoll-rand (india) Limited are Amar Kaul, Jayantika Dave, Vijaya Sampath, Naveen Samant, Sekhar Natarajan, Preeti Gupta Mohanty, .

Ingersoll-rand (india) Limited's Corporate Identification Number is (CIN) L05190KA1921PLC036321 and its registration number is 36321.Its Email address is P_R_SHUBHAKAR@IRCO.COM and its registered address is First Floor, Subramanya Arcade No. 12/1, Bannerghatta Road Bengaluru Bangalore KA 560029 IN , - , .

Current status of Ingersoll-rand (india) Limited is - Active.

"
407,L51434WB1923PLC004793,Berger Paints,,,,"December 17, 1923; 98 years ago",,https://en.wikipedia.org/wiki/Berger_Paints,Public,Chemicals,,"Kolkata, West Bengal, India","Kuldip Singh Dhingra
(Chairman)
Abhijit Roy (MD & CEO)",,,₹891.46 crore (US$120 million) (2020)[2],"₹1,798.49 crore (US$240 million) (2021)[3]","₹4,342.70 crore (US$570 million) (2020)[4]",,bergerpaints.com,"3,600 (2020)","BSE: 509480
NSE: BERGEPAINT",,"Chemicals
Decorative paints
Industrial finishing products
Coatings",,Lewis Berger,,,INE463A01038,1923.0,"₹6,365.82 crore (US$840 million) (2020)[1]",L51434WB1923PLC004793,BERGER PAINTS INDIA LIMITED,Active,RoC-Kolkata,4793.0,Company limited by Shares,Non-govt company,Public,17 December 1923,"98 years, 3 month, 22 days","Wholesale of non-agricultural intermediate products, waste and scrap",-,"₹1,200,000,000","₹971,323,520",27 August 2021,31 March 2021,"Berger Paints India Limited is a Public incorporated on 17 December 1923. It is classified as Non-govt company and is registered at Registrar of Companies, Kolkata. Its authorized share capital is Rs. 1,200,000,000 and its paid up capital is Rs. 971,323,520. It is inolved in Wholesale of non-agricultural intermediate products, waste and scrap

Berger Paints India Limited's Annual General Meeting (AGM) was last held on 27 August 2021 and as per records from Ministry of Corporate Affairs (MCA), its balance sheet was last filed on 31 March 2021.

Directors of Berger Paints India Limited are Kanwardip Singh Dhingra, Gurbachan Singh Dhingra, Anoop Hoon, Sonu Halan Bhasin, Anoop Kumar Mittal, Pulak Chandan Prasad, Naresh Gujral, Rishma Kaur, Kuldip Singh Dhingra, Abhijit Roy, .

Berger Paints India Limited's Corporate Identification Number is (CIN) L51434WB1923PLC004793 and its registration number is 4793.Its Email address is arunitoganguly@bergerindia.com and its registered address is BERGER HOUSE 129 PARK STREET KOLKATA WB 700017 IN , - , .

Current status of Berger Paints India Limited is - Active.

"
